epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,480.043,0.78364,0.78225,1.37944,0.79122,0.64377,0.69974,0.51159,0.98428,1.11617,1.78673,0.00091175,0.00091175,0.00091175
43,492.558,0.76429,0.80074,1.35653,0.54771,0.62396,0.6158,0.43636,1.18556,1.13102,1.94565,0.0009035,0.0009035,0.0009035
44,503.696,0.82065,0.87397,1.39395,0.63696,0.68646,0.66438,0.49055,1.01733,0.91111,1.85096,0.00089525,0.00089525,0.00089525
45,514.87,0.7929,0.96156,1.38668,0.6674,0.72603,0.69057,0.51636,0.99684,0.82922,1.82547,0.000887,0.000887,0.000887
46,528.467,0.77968,0.83775,1.39038,0.70662,0.675,0.70501,0.51283,1.1091,1.02145,2.06015,0.00087875,0.00087875,0.00087875
47,539.846,0.85492,0.89961,1.4645,0.64111,0.64479,0.63821,0.44995,1.1634,1.02083,2.04902,0.0008705,0.0008705,0.0008705
48,551.103,0.79262,0.81568,1.38196,0.73945,0.66146,0.68553,0.44777,1.14005,1.0563,1.89278,0.00086225,0.00086225,0.00086225
49,562.223,0.83702,0.85423,1.42886,0.68047,0.68609,0.68299,0.49536,1.06956,0.99497,1.91684,0.000854,0.000854,0.000854
50,573.488,0.77247,0.79789,1.3663,0.89056,0.64014,0.70497,0.53565,0.99337,0.919,1.7784,0.00084575,0.00084575,0.00084575
51,584.599,0.79664,0.85946,1.38949,0.63833,0.65521,0.69358,0.47044,1.10824,1.27015,1.88141,0.0008375,0.0008375,0.0008375
52,595.603,0.78873,0.8329,1.37078,0.93309,0.62396,0.75451,0.48233,1.16835,1.00522,1.9888,0.00082925,0.00082925,0.00082925
53,606.765,0.783,0.87757,1.36219,0.75467,0.70301,0.72421,0.45734,1.1805,1.05104,2.05004,0.000821,0.000821,0.000821
54,619.577,0.70824,0.78292,1.30025,0.73903,0.64739,0.7444,0.48216,1.10302,1.04217,1.91939,0.00081275,0.00081275,0.00081275
55,630.505,0.78876,0.85727,1.3692,0.60632,0.53229,0.60566,0.44565,1.07499,1.1911,1.82979,0.0008045,0.0008045,0.0008045
56,644.933,0.79829,0.80454,1.37271,0.73553,0.69167,0.72682,0.50127,0.93494,0.93294,1.65897,0.00079625,0.00079625,0.00079625
57,660.329,0.71209,0.72334,1.31991,0.8225,0.66673,0.73557,0.58083,0.9448,0.97463,1.71604,0.000788,0.000788,0.000788
58,682.186,0.73128,0.75766,1.3355,0.75944,0.71335,0.74071,0.5715,0.88819,0.93852,1.60899,0.00077975,0.00077975,0.00077975
59,693.286,0.75244,0.79482,1.36429,0.90297,0.63913,0.75078,0.56047,0.86917,0.8296,1.59101,0.0007715,0.0007715,0.0007715
60,704.442,0.74401,0.77339,1.36064,0.75517,0.61354,0.68002,0.51435,0.98026,0.92092,1.6646,0.00076325,0.00076325,0.00076325
61,715.686,0.70998,0.75094,1.30853,0.7014,0.60313,0.67882,0.52213,0.9643,0.8783,1.69993,0.000755,0.000755,0.000755
62,727.178,0.76652,0.74976,1.40017,0.78732,0.63291,0.67186,0.48781,1.08154,0.96023,1.80646,0.00074675,0.00074675,0.00074675
63,741.387,0.68788,0.67825,1.29048,0.67944,0.64479,0.67377,0.48777,1.02875,0.94301,1.86478,0.0007385,0.0007385,0.0007385
64,758.051,0.73249,0.71714,1.33669,0.79689,0.64981,0.69771,0.54224,1.03573,0.91145,2.00039,0.00073025,0.00073025,0.00073025
65,769.814,0.68757,0.67663,1.29012,0.71078,0.71249,0.69037,0.53204,0.96187,0.90736,1.82899,0.000722,0.000722,0.000722
66,781.196,0.6778,0.59637,1.28646,0.67086,0.72708,0.67879,0.4921,1.03873,0.97432,1.86966,0.00071375,0.00071375,0.00071375
67,795.429,0.70108,0.73834,1.3064,0.65005,0.70625,0.68075,0.52925,0.93093,0.96993,1.70067,0.0007055,0.0007055,0.0007055
68,806.701,0.72994,0.74988,1.3086,0.72636,0.73568,0.72491,0.56476,0.85401,0.7536,1.58175,0.00069725,0.00069725,0.00069725
69,817.644,0.71035,0.70947,1.32302,0.80269,0.68696,0.77023,0.60455,0.82177,0.71326,1.57398,0.000689,0.000689,0.000689
70,833.472,0.73827,0.70939,1.33284,0.8783,0.65941,0.73702,0.58209,0.81311,0.77718,1.57147,0.00068075,0.00068075,0.00068075
71,850.207,0.75733,0.68353,1.35809,0.79506,0.64479,0.69724,0.54778,0.83027,0.81385,1.53795,0.0006725,0.0006725,0.0006725
72,861.344,0.69035,0.67298,1.30505,0.70987,0.66042,0.6946,0.53642,0.86079,0.83549,1.58947,0.00066425,0.00066425,0.00066425
73,876.786,0.69884,0.64984,1.29595,0.71566,0.67884,0.70828,0.54978,0.90578,0.88426,1.67467,0.000656,0.000656,0.000656
74,887.929,0.72932,0.71508,1.33861,0.75487,0.70328,0.75543,0.56206,0.87025,0.88002,1.64448,0.00064775,0.00064775,0.00064775
75,899.263,0.71273,0.66018,1.30127,0.8463,0.69878,0.76945,0.55087,0.9206,0.89692,1.6554,0.0006395,0.0006395,0.0006395
76,910.233,0.75823,0.74424,1.35189,0.83315,0.68549,0.74196,0.5577,0.87334,0.7778,1.57552,0.00063125,0.00063125,0.00063125
77,921.237,0.7185,0.6807,1.29495,0.86522,0.68646,0.75886,0.57258,0.84615,0.79735,1.55742,0.000623,0.000623,0.000623
78,932.481,0.68934,0.68673,1.28246,0.85493,0.70452,0.75644,0.56627,0.90798,0.8288,1.59442,0.00061475,0.00061475,0.00061475
79,943.824,0.70339,0.66283,1.31211,0.72793,0.7337,0.74506,0.56628,0.85719,0.84665,1.55171,0.0006065,0.0006065,0.0006065
80,955.117,0.73332,0.68461,1.32612,0.90032,0.73072,0.79199,0.5904,0.91962,0.75808,1.62133,0.00059825,0.00059825,0.00059825
81,970.908,0.68344,0.63206,1.26955,0.8543,0.73368,0.781,0.56491,0.9456,0.81709,1.70767,0.00059,0.00059,0.00059
82,987.306,0.62471,0.63632,1.25366,0.77219,0.75538,0.78191,0.56631,0.88306,0.77008,1.63101,0.00058175,0.00058175,0.00058175
83,1003.67,0.6634,0.61927,1.27676,0.85503,0.74012,0.80035,0.58245,0.84697,0.76803,1.61182,0.0005735,0.0005735,0.0005735
84,1017.63,0.70303,0.67757,1.30372,0.86541,0.72292,0.77989,0.57884,0.93991,0.84069,1.71556,0.00056525,0.00056525,0.00056525
85,1034.37,0.68566,0.65858,1.26014,0.76525,0.73503,0.75872,0.57641,0.88591,0.87004,1.6628,0.000557,0.000557,0.000557
86,1050.85,0.66818,0.68142,1.28892,0.80526,0.72292,0.7672,0.56611,0.92655,0.87663,1.6543,0.00054875,0.00054875,0.00054875
87,1065.37,0.6882,0.6717,1.28978,0.79529,0.75417,0.76981,0.5664,0.89172,0.79383,1.62429,0.0005405,0.0005405,0.0005405
88,1079.74,0.64913,0.59139,1.2508,0.7712,0.73451,0.73717,0.56828,0.826,0.82977,1.55883,0.00053225,0.00053225,0.00053225
89,1093.91,0.68052,0.67087,1.31005,0.69445,0.74375,0.71988,0.55613,0.84482,0.83831,1.59339,0.000524,0.000524,0.000524
90,1108.3,0.67518,0.63819,1.27259,0.75448,0.72677,0.71671,0.56621,0.87746,0.84828,1.66469,0.00051575,0.00051575,0.00051575
91,1122.68,0.68169,0.67876,1.28211,0.88401,0.73096,0.77767,0.60272,0.83657,0.71826,1.5909,0.0005075,0.0005075,0.0005075
92,1136.81,0.64443,0.59765,1.26543,0.77411,0.69109,0.72133,0.56057,0.85275,0.7796,1.62545,0.00049925,0.00049925,0.00049925
93,1151.2,0.63663,0.62738,1.23689,0.75295,0.75849,0.77723,0.58127,0.89585,0.70038,1.64531,0.000491,0.000491,0.000491
94,1167.55,0.6051,0.57547,1.21479,0.87519,0.74545,0.80097,0.61566,0.85245,0.71765,1.59618,0.00048275,0.00048275,0.00048275
95,1188.15,0.66371,0.64486,1.25628,0.85403,0.71443,0.7758,0.60089,0.85176,0.85187,1.70928,0.0004745,0.0004745,0.0004745
96,1204.55,0.62724,0.57206,1.23104,0.82223,0.71816,0.76432,0.59682,0.86749,0.84608,1.70684,0.00046625,0.00046625,0.00046625
97,1216.48,0.66775,0.58727,1.26926,0.8023,0.70208,0.7599,0.57373,0.85416,0.77324,1.64063,0.000458,0.000458,0.000458
98,1233.11,0.65334,0.5635,1.25492,0.86825,0.73711,0.77296,0.57268,0.92376,0.77036,1.66014,0.00044975,0.00044975,0.00044975
99,1249.44,0.652,0.54937,1.24511,0.85359,0.73089,0.77892,0.56523,0.92837,0.74414,1.62287,0.0004415,0.0004415,0.0004415
100,1265.78,0.65614,0.6097,1.26025,0.83454,0.74354,0.79087,0.5844,0.88116,0.71687,1.58607,0.00043325,0.00043325,0.00043325
101,1279.67,0.6412,0.58437,1.23144,0.85355,0.71587,0.79523,0.60331,0.91048,0.74274,1.59726,0.000425,0.000425,0.000425
102,1291.15,0.62623,0.5866,1.2445,0.81641,0.76902,0.81411,0.6041,0.89381,0.79853,1.60153,0.00041675,0.00041675,0.00041675
103,1302.15,0.63168,0.54405,1.23406,0.83354,0.74111,0.80185,0.59781,0.87457,0.80433,1.62114,0.0004085,0.0004085,0.0004085
104,1317.09,0.61941,0.55754,1.21161,0.78616,0.76163,0.80863,0.59942,0.89695,0.79492,1.67108,0.00040025,0.00040025,0.00040025
105,1328.09,0.61459,0.55482,1.23027,0.78059,0.80935,0.81428,0.60299,0.93673,0.80528,1.72556,0.000392,0.000392,0.000392
106,1341.73,0.64247,0.56297,1.24048,0.9074,0.71687,0.80079,0.62196,0.88659,0.74713,1.62878,0.00038375,0.00038375,0.00038375
107,1364.2,0.63518,0.57175,1.23295,0.96077,0.72673,0.80272,0.61104,0.88885,0.79829,1.61228,0.0003755,0.0003755,0.0003755
108,1375.51,0.64961,0.56398,1.23502,0.96758,0.71252,0.79772,0.62263,0.87529,0.73172,1.57684,0.00036725,0.00036725,0.00036725
109,1387.53,0.61111,0.55312,1.21757,0.9619,0.71299,0.8122,0.62964,0.86853,0.71119,1.54823,0.000359,0.000359,0.000359
110,1409.23,0.61687,0.52767,1.22768,0.88199,0.70189,0.80291,0.61972,0.88259,0.76969,1.57317,0.00035075,0.00035075,0.00035075
111,1425.58,0.62866,0.53359,1.22766,0.87508,0.71384,0.77212,0.60224,0.87326,0.87815,1.63281,0.0003425,0.0003425,0.0003425
112,1441.78,0.60422,0.53095,1.216,0.89128,0.73082,0.80172,0.60423,0.88109,0.78733,1.63149,0.00033425,0.00033425,0.00033425
113,1455.62,0.54731,0.48621,1.17992,0.87569,0.74653,0.80879,0.59845,0.87297,0.78647,1.63163,0.000326,0.000326,0.000326
114,1466.91,0.63133,0.57579,1.24258,0.90676,0.73502,0.81165,0.61971,0.82681,0.81004,1.5755,0.00031775,0.00031775,0.00031775
115,1478.3,0.59424,0.52463,1.22234,0.78228,0.74379,0.79943,0.61279,0.85736,0.8165,1.59234,0.0003095,0.0003095,0.0003095
116,1493.15,0.55121,0.47677,1.1952,0.88527,0.7305,0.80466,0.60381,0.84541,0.7359,1.57392,0.00030125,0.00030125,0.00030125
117,1509.66,0.5988,0.54147,1.21467,0.89535,0.72839,0.80764,0.60953,0.84515,0.71605,1.57479,0.000293,0.000293,0.000293
118,1521.73,0.60198,0.54857,1.2203,0.88588,0.75523,0.81828,0.61761,0.80415,0.68466,1.5105,0.00028475,0.00028475,0.00028475
119,1533.13,0.59432,0.51895,1.20739,0.93062,0.73606,0.81938,0.62584,0.82125,0.65616,1.53208,0.0002765,0.0002765,0.0002765
120,1546.54,0.56043,0.50076,1.18169,0.77799,0.79912,0.80118,0.62097,0.87037,0.73093,1.60896,0.00026825,0.00026825,0.00026825
121,1557.77,0.52538,0.42635,1.15752,0.88663,0.73343,0.80024,0.62293,0.89367,0.78943,1.65639,0.00026,0.00026,0.00026
122,1570.93,0.57388,0.5257,1.2056,0.85657,0.75635,0.79121,0.60761,0.90496,0.77037,1.68003,0.00025175,0.00025175,0.00025175
123,1581.89,0.56318,0.50568,1.17856,0.83806,0.73333,0.78019,0.59932,0.89051,0.73859,1.64531,0.0002435,0.0002435,0.0002435
124,1592.91,0.56357,0.50037,1.1793,0.8615,0.72292,0.77951,0.59467,0.8962,0.77964,1.64401,0.00023525,0.00023525,0.00023525
125,1603.96,0.53353,0.45191,1.16804,0.88268,0.71437,0.78186,0.60154,0.91639,0.84864,1.67274,0.000227,0.000227,0.000227
126,1618.25,0.5283,0.45477,1.16416,0.86592,0.70214,0.77925,0.5948,0.92115,0.93464,1.71298,0.00021875,0.00021875,0.00021875
127,1634.1,0.57627,0.47578,1.19613,0.87796,0.70182,0.78837,0.59584,0.93109,0.9206,1.71654,0.0002105,0.0002105,0.0002105
128,1651.06,0.58713,0.52894,1.19037,0.77908,0.79968,0.79845,0.61003,0.86911,0.73249,1.60961,0.00020225,0.00020225,0.00020225
129,1667.3,0.6015,0.52421,1.2043,0.82879,0.79264,0.79502,0.60579,0.84986,0.72144,1.58244,0.000194,0.000194,0.000194
130,1683.84,0.52851,0.46509,1.1735,0.83162,0.79532,0.79866,0.59505,0.87493,0.71774,1.60826,0.00018575,0.00018575,0.00018575
131,1698.16,0.55165,0.44844,1.18612,0.79811,0.79956,0.79802,0.59719,0.87285,0.70818,1.60827,0.0001775,0.0001775,0.0001775
132,1712.48,0.57619,0.46469,1.19658,0.83804,0.76686,0.80397,0.60232,0.88938,0.72033,1.62614,0.00016925,0.00016925,0.00016925
133,1728.81,0.54756,0.45492,1.16606,0.80366,0.77822,0.80597,0.59981,0.88072,0.71279,1.62281,0.000161,0.000161,0.000161
134,1743.15,0.55116,0.45362,1.16829,0.77023,0.79884,0.80774,0.60504,0.88545,0.74636,1.62251,0.00015275,0.00015275,0.00015275
135,1754.21,0.5494,0.47891,1.15994,0.83595,0.79276,0.81718,0.59894,0.89805,0.81516,1.65513,0.0001445,0.0001445,0.0001445
136,1765.24,0.52535,0.47352,1.16947,0.80992,0.77427,0.80855,0.61314,0.88239,0.80079,1.65484,0.00013625,0.00013625,0.00013625
137,1776.44,0.51609,0.45541,1.15562,0.81694,0.80064,0.81359,0.62248,0.8607,0.81252,1.6323,0.000128,0.000128,0.000128
138,1789.54,0.5166,0.4549,1.16384,0.83424,0.81189,0.81422,0.60199,0.88523,0.77647,1.66171,0.00011975,0.00011975,0.00011975
139,1800.75,0.55366,0.47519,1.17088,0.90581,0.72932,0.79817,0.59093,0.89047,0.76332,1.65689,0.0001115,0.0001115,0.0001115
140,1811.64,0.50119,0.43534,1.13561,0.80831,0.79993,0.8053,0.59811,0.88698,0.74354,1.64504,0.00010325,0.00010325,0.00010325
141,1828.35,0.50783,0.6299,1.2601,0.87023,0.76379,0.80838,0.60163,0.8684,0.74093,1.6233,9.5e-05,9.5e-05,9.5e-05
142,1839.4,0.39114,0.44936,1.16111,0.89221,0.76561,0.81021,0.60599,0.88129,0.74461,1.66183,8.675e-05,8.675e-05,8.675e-05
143,1851.44,0.38679,0.40648,1.19255,0.80018,0.78409,0.80703,0.59993,0.89696,0.75495,1.69637,7.85e-05,7.85e-05,7.85e-05
144,1868,0.42001,0.37146,1.21313,0.88111,0.73699,0.80162,0.59199,0.89285,0.75972,1.69964,7.025e-05,7.025e-05,7.025e-05
145,1878.94,0.39353,0.32997,1.16784,0.88063,0.73784,0.79479,0.60213,0.8704,0.74718,1.67208,6.2e-05,6.2e-05,6.2e-05
146,1890.5,0.41878,0.39321,1.23449,0.79626,0.77963,0.81509,0.61854,0.84547,0.67893,1.63066,5.375e-05,5.375e-05,5.375e-05
147,1906.9,0.36818,0.34937,1.13476,0.87218,0.80275,0.82828,0.61712,0.82679,0.66275,1.59019,4.55e-05,4.55e-05,4.55e-05
148,1920.71,0.37941,0.31978,1.13887,0.87757,0.80119,0.82597,0.61582,0.82437,0.68334,1.57938,3.725e-05,3.725e-05,3.725e-05
149,1937.5,0.3686,0.30519,1.14192,0.85103,0.77733,0.81711,0.61409,0.82265,0.68887,1.5772,2.9e-05,2.9e-05,2.9e-05
150,1952.02,0.36944,0.32687,1.17577,0.78698,0.79583,0.80871,0.61732,0.81957,0.69607,1.57493,2.075e-05,2.075e-05,2.075e-05
